#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
208,Mon Jun 21 21:07:22 EDT 2021,88,0,A4NamedConstants,A4Encapsulation A4InterfaceAsType A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4NamedConstants A4PublicMethodsOverride ,A4SimplifyBooleanExpressions , ,88,1,false,,,,A4NamedConstants-(2.7/3.0) ,,
209,Mon Jun 21 21:20:40 EDT 2021,88,0,A4Style,A4Encapsulation A4InterfaceAsType A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4NamedConstants A4PublicMethodsOverride ,A4SimplifyBooleanExpressions , ,88,2,true,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns ,,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4NonPublicAccessModifiersMatched ,A4CommonPropertiesAreInherited-(1.6/2.0) A4CommonSignaturesAreInherited-(0.8/2.0) A4Encapsulation-(3.0/3.0) A4InterfaceAsType-(7.0/7.0) A4MnemonicNames-(4.4/5.0) A4NamedConstants-(2.7/3.0) A4NamingConventions-(2.0/2.0) A4NoHiddenFields-(1.0/1.0) A4NoStarImports-(1.0/1.0) A4NonPublicAccessModifiersMatched-(5.0/5.0) A4PackageDeclarations-(2.0/2.0) A4PublicMethodsOverride-(4.2/5.0) A4SimplifyBooleanExpressions-(0.0/1.0) A4SimplifyBooleanReturns-(1.0/1.0) ,,
210,Mon Jun 21 21:21:44 EDT 2021,92,4,A4Style,A4Encapsulation A4InterfaceAsType A4NamedConstants+ A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions+ A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,89,0,true,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns ,ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerButtonDynamics SceneControllerSingletonFromFactory SyncArthurAnimation TaggedImpossibleAngle WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4NonPublicAccessModifiersMatched ,A4CommonPropertiesAreInherited-(1.6/2.0) A4CommonSignaturesAreInherited-(0.8/2.0) A4Encapsulation-(3.0/3.0) A4InterfaceAsType-(7.0/7.0) A4MnemonicNames-(4.4/5.0) A4NamedConstants-(3.0/3.0) A4NamingConventions-(2.0/2.0) A4NoHiddenFields-(1.0/1.0) A4NoStarImports-(1.0/1.0) A4NonPublicAccessModifiersMatched-(5.0/5.0) A4PackageDeclarations-(2.0/2.0) A4PublicMethodsOverride-(4.2/5.0) A4SimplifyBooleanExpressions-(1.0/1.0) A4SimplifyBooleanReturns-(1.0/1.0) ,,
211,Mon Jun 21 21:33:58 EDT 2021,92,0,A4Style,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,0,true,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns ,ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerButtonDynamics SceneControllerSingletonFromFactory SyncArthurAnimation TaggedImpossibleAngle WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4NonPublicAccessModifiersMatched ,A4CommonPropertiesAreInherited-(1.6/2.0) A4CommonSignaturesAreInherited-(0.8/2.0) A4Encapsulation-(3.0/3.0) A4InterfaceAsType-(7.0/7.0) A4MnemonicNames-(4.4/5.0) A4NamedConstants-(3.0/3.0) A4NamingConventions-(2.0/2.0) A4NoHiddenFields-(1.0/1.0) A4NoStarImports-(1.0/1.0) A4NonPublicAccessModifiersMatched-(5.0/5.0) A4PackageDeclarations-(2.0/2.0) A4PublicMethodsOverride-(4.8/5.0) A4SimplifyBooleanExpressions-(1.0/1.0) A4SimplifyBooleanReturns-(1.0/1.0) ,,
212,Mon Jun 21 21:34:30 EDT 2021,92,0,SyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,1,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(12.5/12.5) SyncGalahadAnimation-(12.5/12.5) SyncLancelotAnimation-(12.5/12.5) SyncRobinAnimation-(12.5/12.5) ,,
213,Mon Jun 21 21:34:34 EDT 2021,92,0,AsyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,2,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
214,Mon Jun 21 21:34:38 EDT 2021,92,0,SceneControllerButtons,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,3,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(24.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(2.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(2.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
215,Mon Jun 21 21:34:44 EDT 2021,92,0,Exceptions,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,4,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
216,Mon Jun 21 21:34:48 EDT 2021,92,0,AbstractClasses,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,90,5,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
217,Mon Jun 21 21:37:21 EDT 2021,92,0,A4PublicMethodsOverride,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,0,false,,ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerButtonDynamics SceneControllerSingletonFromFactory SyncArthurAnimation TaggedImpossibleAngle WaitingAvatars ,,A4PublicMethodsOverride-(4.8/5.0) ,,
218,Mon Jun 21 21:39:26 EDT 2021,92,0,A4CommonPropertiesAreInherited,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,1,false,,,A4CommonPropertiesAreInherited ,A4CommonPropertiesAreInherited-(1.6/2.0) ,,
219,Mon Jun 21 21:39:43 EDT 2021,92,0,A4Style,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,2,true,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns ,,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4NonPublicAccessModifiersMatched ,A4CommonPropertiesAreInherited-(1.6/2.0) A4CommonSignaturesAreInherited-(0.8/2.0) A4Encapsulation-(3.0/3.0) A4InterfaceAsType-(7.0/7.0) A4MnemonicNames-(4.4/5.0) A4NamedConstants-(3.0/3.0) A4NamingConventions-(2.0/2.0) A4NoHiddenFields-(1.0/1.0) A4NoStarImports-(1.0/1.0) A4NonPublicAccessModifiersMatched-(5.0/5.0) A4PackageDeclarations-(2.0/2.0) A4PublicMethodsOverride-(4.8/5.0) A4SimplifyBooleanExpressions-(1.0/1.0) A4SimplifyBooleanReturns-(1.0/1.0) ,,
220,Mon Jun 21 21:39:56 EDT 2021,92,0,SyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,3,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(12.5/12.5) SyncGalahadAnimation-(12.5/12.5) SyncLancelotAnimation-(12.5/12.5) SyncRobinAnimation-(12.5/12.5) ,,
221,Mon Jun 21 21:40:00 EDT 2021,92,0,AsyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,4,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
