Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setY,set:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setX,set:x
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRightLine,get:right:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setY,set:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRightLine,get:right:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,setX,set:x
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,setY,set:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,getHeight,get:height
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,getWidth,get:width
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setX,set:x
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setY,set:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setX,set:x
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRightLine,get:right:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,setY,set:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRightLine,get:right:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,moveAvatar,move:avatar,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getX,get:x
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,moveAvatar,move:avatar,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,moveAvatar,move:avatar,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getY,get:y
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,moveAvatar,move:avatar,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,moveAvatar,move:avatar,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,move,move,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,combineFigs,combine:figs
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRadius,get:radius
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getLeftLine,get:left:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRadius,get:radius
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,grail.compositeFigs.AngleShapes,angle:shapes,@Comp301Tags.ANGLE,comp:tags:angle,getRightLine,get:right:line
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,getRadius,get:radius
grail.compositeFigs.MontyAvatar,monty:avatar,@Comp301Tags.AVATAR,comp:tags:avatar,scale,scale,@Comp301Tags.CONSOLE_SCENE_VIEW:PropertyChangeListener:EventListener:@Comp301Tags.LOCATABLE:@Comp301Tags.LOCATABLE:PropertyListenerRegisterer:@Comp301Tags.PAINT_LISTENER:PropertyChangeListener:EventListener:@Comp301Tags.AVATAR,comp:tags:console:scene:view:property:change:listener:event:listener:comp:tags:locatable:comp:tags:locatable:property:listener:comp:tags:paint:listener:property:change:listener:event:listener:comp:tags:avatar,$grail.geometryFigs.MovingL,moving,@Comp301Tags.ROTATING_LINE,comp:tags:rotating:line,getRadius,get:radius
